curp,nombre,apellidoPaterno,apellidoMaterno,fecha
MATY516179HEZDGE26,Mufinella,Oakenford,Grishanin,1939-04-16
CBWD662529FJRBEW90,Kennie,Milington,Cahalin,1937-10-28
PCOW778321HKIDZE29,Tamarra,Prys,Vuittet,1925-09-25
NNZH228249HJBMAU02,Sheba,Matijevic,Ashtonhurst,1927-12-14
LSHR529183HWBHTH73,Lamont,Kimmings,Manilove,1940-03-09
AFHC306924FDXTZU01,Camille,Donavan,Vaux,1936-07-22
JMVV800046HECCFE36,Kennith,Rainton,Gosz,1964-05-21
JQFA733547HJYCTN25,Symon,Tomanek,Boutflour,1934-06-30
JJWH696678FBEPLC11,Devi,Edwards,Curuclis,1981-12-12
XQDL704847HLOOGB49,Tannie,Moff,Forster,1941-12-16
JHJF829206HRMUYU55,Freida,Guice,Brisard,1966-02-18
LZKN535777FVBHKU66,Shaine,Dzenisenka,Hubble,1939-09-10
HMUR026118FUHXVV36,Tedra,Coupar,Pagitt,1996-09-06
QGEJ776268FLHVUX87,Alvin,Crumley,Goretti,1948-05-24
YTXC335387HXQPWH25,Roxine,Lowin,MacMakin,1923-04-14
HPZA844408FZKTGF45,Griff,Elner,Prettyman,1946-10-16
BDBL309635HEEIHE40,Leonanie,Bradane,Ells,1946-04-16
XGOL789815FKUDZJ59,Johnnie,Rooney,Fadell,1924-11-30
GSVS422427FBZXHK91,Feliza,Klimkin,Moxon,1982-06-29
KTKT822338FSLNVD04,Homer,Marc,Chagg,1941-01-05
MXLE057581FGIYZZ64,Sheeree,Gerrietz,Angrick,1975-07-05
POBT573714FMRLNC41,Berenice,Hanssmann,Hatherill,1931-05-10
FSAW965647FYBHHF58,Cheri,Vossgen,Yackiminie,1950-11-29
DVEB790678HJCPUJ44,Cherice,Bullar,McTiernan,1962-09-29
ZHLG836512HMMYFL87,Romy,Geertsen,Erskin,1985-06-18
DIEI150564HUKZAG41,Gerick,Beeckx,Treweela,1992-09-10
WPWA973286FAGBHE48,Marve,Waldock,Worner,1928-04-13
MMCU915745FKBDAM68,Devon,Jaquemar,Klimke,1973-06-30
SOXN865028HUZYMM61,Lulita,Jorn,Blackall,1952-08-03
BSVA531493FJUVSA34,Matthew,Simmill,Ashton,1966-03-08
WNVQ834861HRBPFE96,Tootsie,Jurn,Eringey,1987-07-30
JHNS514588FDEHZM04,Geordie,Pinard,Baynam,1986-08-14
JYNS217125FQQFXA65,Winnah,Cohani,McMenamie,1999-08-23
MPQU552000HFDOPC37,Bobbye,Chadwin,Daingerfield,1941-05-09
RKFC711462FKRHKS98,Rockwell,Gatus,Chaplin,1960-09-17
PBGN855552HPYALV41,Jilleen,Wafer,Griffen,1937-01-24
RHHS083896FXSQHX95,Prudi,Skipping,Egell,1995-03-07
WJBS492830FFZKVW69,Gregor,Kleint,Kapiloff,1972-09-20
AWLG917936HVNCLN95,Annabell,Itzcovich,Ausello,1954-06-09
GEIM304418FASZJD32,Rhodia,Pietrowicz,Burkinshaw,1936-10-14
MMBB252253HNYSTS61,Barby,Sutherby,Borg-Bartolo,1981-02-05
QWZG553139FZNUBQ34,Sabine,Mattisssen,Parkman,1987-06-03
XAYG198650HAAOKK92,Rorie,Pietzker,Winstone,1985-11-25
NGZW016425FFLRKY13,Moise,Gavrielly,Flury,1966-09-04
TVAI017671HLPMHS08,Hammad,Mordy,Dean,1983-04-13
LTRZ942425FWVZGZ25,Aura,Bouttell,Lenthall,2000-09-26
ICQK179492HLZEBG58,Masha,Mossom,Henriques,1974-10-04
ABKF795220HLVGBB36,Pauli,Routham,Bossel,1971-01-14
ITUM562616FFESHB56,Odelle,Petican,Florey,1957-10-20
SLHH923962HEUYEA82,Stace,Pond,Trinder,1944-11-18
HQUQ166481HXXTQK40,Keely,Blick,Bockman,1950-05-31
FTVS878247HXMGLV13,Markus,Cartner,Filipson,1946-05-02
TJWY389246HNPOAM24,Thoma,Ilyin,Besemer,1957-02-12
BRXA156421HJIGBK38,Raye,Seldner,Bramah,1930-10-17
GIHS639270FPILJZ55,Marina,Ifill,Blackstock,1957-10-18
GQMP204165HUGRFF61,Pauli,Grishin,Rochelle,2001-03-30
TOZL955775FQPUHP65,Lainey,Bram,Maydwell,1981-09-03
FKMD750582HXPRLD94,Alma,Hembery,Yatman,1933-08-12
EEXB966132HWHIJK75,Elysha,Dunlap,Gonsalo,1959-08-17
DZMQ393672FORQEJ57,Sean,Moyce,Breadmore,1965-04-01
GSAY273310FSLVXM30,Olga,Tilberry,Holwell,1996-02-16
PNCX931628HNATMO48,Wang,Sloley,Steptow,2004-08-21
KKWR696477HFFOLL29,Lee,Selly,Oneill,1973-06-12
ODKG105672FWZGOS38,Zelda,Robben,Bartolommeo,2003-09-10
DROM023729FGUXDB22,Mandie,Nurdin,O'Cullinane,1978-06-07
ZSVR919460FKFMMA33,Gus,Attenbrow,Vasentsov,1998-06-07
DGHD520324FHZMKY61,Kyle,Briars,Seddon,1986-11-11
EAHB105270HWNWZA37,Julita,Nystrom,Nacci,1935-10-31
EGPU731424HGZFXK23,Franchot,Arthan,McReath,1956-07-22
VJJA657607HALABH52,Luci,Gilsthorpe,Baverstock,1956-08-31
NDYQ929729FHXBOU26,Tiphani,Rickardes,Godman,1928-12-28
KNQJ530811HIYCLR39,Aveline,Robelow,Skidmore,1944-09-28
REFC809706FUEBKM61,Morgana,Lockwood,Pidgeley,1942-02-22
IWID522971HGKVJQ42,Chev,Parkman,Jumeau,1938-04-13
ROFT679127HCOOLX05,Jacintha,Colpus,Borland,1957-09-24
HGYF620061FCBYWA22,Jordan,Ripley,McPhilip,2001-04-01
KOEK439869HPWHOM28,Bert,McDonell,Sarfat,1973-01-30
GFTP489615HBYYHD95,Ania,Calloway,Farran,1934-03-26
YFTM947010FVFETC50,Ulla,MacAlroy,Salt,1946-08-15
OSEI541034FRSLOR14,Corbin,Kenworthy,Bezley,1995-05-02
GKMI668611FUHNAN30,Merle,Brager,Rannells,2002-12-28
EYPP779410FADIYD53,Jobye,Gillimgham,Sproat,1923-06-17
BHNQ271750FSLKCV28,Edgar,Cheston,Dyton,1960-05-28
WWYP523085HMKXWW30,Yvon,Muslim,Skinner,1980-01-16
QAUT034773HPHPHT29,Lilith,Kowalski,Mea,1980-06-09
IUOU420469FBAMSA48,Avery,Pulhoster,Cartwight,1952-07-31
FQBG408391HCGMLC54,Hort,Pledge,Stanyan,1941-10-09
CYZW429510HIJWBV26,Chad,Bott,Gilchriest,1996-07-23
FUJT382053FLTFNR45,Anita,Emett,Lyokhin,1954-10-19
KQPQ052135HSWNYN67,Archie,Pidler,Estevez,1926-07-17
PHXQ961404HTQILU56,Diena,Goodfield,McBeith,1993-07-27
EIKU901158FCPTTI26,Chrisy,Dummer,Trimby,1997-10-07
MQRU043721HXCIEJ81,Noell,Rabbage,Kornel,1961-07-10
FPPD662536HSFHWT96,Shepperd,Lamble,Stichel,1943-06-04
NNOD854740HIBJVM63,Jo,Sommerlin,Thomtson,1962-05-22
JVBE731209HANVYG37,Stormie,Kirwan,Megson,1952-10-18
JPOF191558FMBISR42,Amalle,Mufford,Jeromson,1977-12-24
YKWX931930FKTZNW80,Darline,Telezhkin,Grimsdike,1988-01-16
JVKM678135HHNNTE43,Laurianne,Ponter,Ubee,1954-10-26
ZDRY440588HDGKDF70,Tatiana,Bowser,Foxwell,1941-12-11
FMCL559944FXLDIW20,Andeee,Stronghill,Upshall,1963-02-10
TYDW727538HAWHTN07,Anthea,Minihane,Wontner,1961-08-25
PYOS284930FGPSAC71,Demetris,Dorrington,Bezley,1995-01-10
WLNO913532HFUHNZ64,Miguelita,Spillard,Ciccottio,1997-02-08
MQLX723723HEHMWY89,Adrea,Deme,Wharrier,1967-02-20
CAAY907607HWNMFA86,Troy,Glassborow,Spittle,1923-01-16
GZPV823750HPCOQC49,Claudia,Bernadon,Farens,1945-04-25
VJJR564678FVFJKW42,Gifford,Ginger,Minker,1954-01-18
OZNS961101FHQUGQ27,Mara,Avann,Walkowski,1999-08-06
QTLI522263FPMIGF49,Alard,Harber,Wittke,1969-06-09
GNSC074025FKCMZJ04,Christophe,Robertsson,Deinhardt,1975-06-23
KBDD351986FPYMSQ21,Johannah,West-Frimley,Kennsley,1967-07-03
LLSZ339620FGQQOF57,Shellie,Dabell,Costin,1969-04-19
ITVC989693FCCYDQ96,Emory,Wimms,Dominicacci,1980-12-28
QTHP784430HFQQSX52,Baryram,Lavalle,McEniry,1984-06-29
IAGZ623061FWZCIS33,Gary,Haysey,Glas,1978-09-20
GDCN925451HDCMCS09,Chere,Tume,Sullivan,1940-09-01
GASJ274432HJQGHO50,Sydney,Deevey,Hankinson,1954-06-02
HUAP469834HGZIHC87,Janet,Poxon,Dalglish,1953-03-03
HKKB614419HMMBXW76,Ardelle,Tenpenny,Crayden,2002-10-12
ULJC810277HTPFOT70,Edvard,Wearden,Pettett,2004-08-01
LYRY001593HQJZET66,Elfrida,Fripp,Noor,1986-07-18
KQDE156614HBUVUJ85,Barbi,Mullen,Quemby,1990-06-28
AZAA991030FCAJLT40,Fancie,Frissell,Halliburton,1972-03-21
AKEX120605FWVDAC72,Gaultiero,Naptine,Ibbitson,1974-03-08
HVKZ950875HPGEHB62,Gaylor,Jeffers,Tardiff,1960-04-23
DGQS729790HRVJRI41,Marci,Geare,Casaro,1968-12-29
LMSR866204FSLTOR58,Lorens,Truran,Bass,1937-07-08
HYUX630342FSLCTO91,Vaughn,Mechan,Grimsey,1996-05-01
UFLK022145HTEDNT20,Viviyan,Cricket,Spileman,1967-04-19
LJLN132351FZCRNM93,Sawyere,Lorans,Barukh,1960-10-27
SIRH068052HXVRPN43,Cletus,Hadgraft,Grimshaw,1952-07-06
FKVH491097HWQPTG44,Candra,Shakeshaft,Milesop,1966-04-15
HZNZ393316HWJEXX11,Bobina,Radoux,Hoston,1967-02-25
PPIS388942HULJUV56,Marv,Kinnach,Devin,2000-03-15
IMOW078830HLVIJR09,Magda,Lemmertz,Bleesing,1971-08-26
OQCC894396FXOZGL53,Kleon,Raison,Ivanyushin,1941-03-03
TQDI372413HZVMQS14,Imogene,Shearmer,Fitt,1934-06-11
PURK009328HUYXXD86,Malena,Gingle,Villa,1932-08-09
YPUT590986HNZBEA91,Elroy,Di Giacomo,Wickey,1991-10-18
TBUQ920421FHYYKR33,Hazlett,Ondrousek,Clucas,1950-07-01
DOID057387FQBXYU70,Keelia,Kareman,Keough,1964-03-25
OOOX775755HYBQEW41,Frasco,Chatten,Simononsky,1964-12-02
BJVT757394HLIBID88,Gregoor,Entwisle,de Leon,1985-12-01
AXLQ258084FMAQTO72,Fidelia,Powling,Faughny,1972-04-25
EVPT859098FLSFVL00,Hugibert,Challoner,Amorine,2000-03-03
HLMB534986HLUAFC67,Sybyl,Reisk,Drayton,1953-12-10
MBJX418510HZKXJH25,Florance,Gleader,Rochell,1963-05-21
OFYG646180HYTLTG94,Reggie,Walkingshaw,Littlekit,1967-08-19
LBCK584205HHPAKG37,Ric,Yearnsley,Basset,2000-01-24
BKPY946430FCQCFD40,Phillis,Moynham,Gainsborough,1983-07-07
SHJQ978284FKKBVE98,Evvie,Ludman,Groome,1959-05-24
PUWZ345748HPDCEM43,Gayelord,Le Gassick,Yakunikov,1938-10-25
JJAL955340HYACKN16,Hermann,Schiersch,Ducker,1929-05-30
MXRH266304HADTCI38,Gaven,Gillcrist,Teresi,1977-03-19
IQBF394633FCIHDF11,Hubert,O'Driscoll,Brockie,1970-07-10
DWRW135518HLANYZ82,Otho,Feeney,Roll,1937-07-29
RBMD991737HIYODS79,Felita,Wren,Ollenbuttel,1973-08-28
ZWPH491488HCULZI96,Rosie,Balmforth,Lieber,1923-05-21
PYOB010280FRCTIQ38,Bram,Bakster,McHarry,1976-10-21
WMTB809501HBNHSB35,Aube,Branford,Cullon,2003-05-13
NDNG304477FNFGFK34,Shana,Billborough,McKennan,1924-07-29
UKRU838067HGWZHG67,Justinian,Dunseath,Sheivels,1954-03-27
PHDY417289HKJKNE11,Garvey,Karleman,Dallander,1946-09-29
YDLW270061FLFAUI29,Erhart,Dabling,Slayford,1933-06-19
EOUO534975FYZTQK82,Peder,Lisett,Pendergast,1990-09-11
EILB631090HMRQSU31,Desdemona,Bein,Sibbert,1967-01-18
HKYA683651FVSSEP17,Puff,Pawsey,Peers,1945-07-26
IPVU238729FECVNO06,Kellia,Kenefick,Baumaier,1933-09-19
AEMG759110HWRQUW67,Ervin,Syversen,Runsey,1996-09-27
EZUF455722FOVRVS16,Paule,Durrington,Joskowicz,1935-08-05
WQDG816687FZFDWV38,Cristie,Weakley,Mincini,1964-05-18
JDOK054063HKBEXQ96,Beverly,Kneebone,Stallan,1965-11-19
RVVP416511FZBKZK98,Cherilyn,Nisbith,Bennoe,1983-04-28
JSVY654634FGKQAA92,Adey,Faull,Keneleyside,1981-06-23
ZHZN396873HZIGIF67,Nara,Meaking,Gurry,1927-11-25
EVFN020806HMXMAC32,Sadye,Haswall,Drohane,1930-08-12
AIEP427186FFUHRU63,Hollis,Ianetti,Drissell,1985-11-15
STTX208760HTGNXY52,Liesa,Storer,Seyffert,1947-10-01
FDRS993808HECEYJ77,Dacy,MacKereth,Hardan,1928-01-29
HNTM120589FZUKAS95,Braden,Vanshin,Thomann,1926-05-27
BGKV402626FHLFBZ85,Clayborne,Lancetter,Tyrwhitt,1926-02-04
AZSK000380FBOJWW32,Devlen,Gosnay,Savatier,1955-03-23
HDCU098397HEODXA71,Audy,Cunney,Strete,1960-11-15
XSMN307398FGYDTY39,Celestina,Burris,Warsop,1951-02-14
XYAM212300HZOESP42,Karla,Turle,Scouler,1991-12-25
PAKJ221557FLUJSD42,Jamil,MacVay,Coch,1951-09-16
HMDN874119HPEAGJ52,Sergio,Titcomb,Wulfinger,1961-08-21
SHKT506064FSNRYE53,Ninetta,Tapper,Reames,1992-08-27
IZIK195818HFMTGN44,Prince,Pond,Grieveson,1936-05-12
YQHT485320HFUWEB28,Jacinda,Kleingrub,Shipcott,1994-11-04
BJHL855840HULJGO36,Denys,Scollan,Pimmocke,1952-05-12
JWPF094212FITKKZ91,Laurene,Ellins,Colleton,1977-06-27
ORDQ711848HAEMTB77,Kora,Pottinger,Tappington,2000-03-05
YMEI126700FJYQBS16,Isacco,Turville,Sibray,1956-03-01
WVBU285718HGQQUO62,Cosetta,Beminster,Swaysland,2000-04-30
MXKY498291HVVWFM36,Cesaro,Evangelinos,Redler,1978-01-07
PTWZ214946HVWJVD69,Ham,Bracknall,Gerriet,1948-04-03
BZGT194032FVHUPS07,Anitra,Durn,Stell,1957-05-20
GBBM494953FHADLP47,Chris,Quarterman,Caillou,1941-03-26
HRNF134364FGOQVU65,Dougie,Moncarr,Grenville,1936-09-25
DFFI703041FQCPXR47,Eddy,Vamplew,Dominick,1944-07-29
KQEB111610HUZBFX27,Cherianne,Merwood,Valance,1933-11-05
SQTV911540FDBOVN98,Avrom,Grinikhin,Saunt,1942-08-02
CPFC821042FIMOBJ55,Lyn,Ehrat,Hargreaves,1925-11-11
IARG455332HNMSDH31,Jeanna,MacAirt,Pourveer,1969-10-01
OSEP673576FOJOJK40,Edgar,Lamps,Chatband,1979-02-04
BUYD246127HIGGYV29,Marlane,Sweet,Docksey,1954-08-01
KJRQ244719HHSLLS98,Siouxie,Peggrem,Manueli,1977-05-10
CEAM231026FHPLRR97,Gladi,Ishak,Blair,1925-04-08
FSQJ959711FPTEHC07,Lynea,de Tocqueville,Burtwhistle,1948-11-18
RLJO177984HKVKSE68,Land,Toyer,Dutch,1964-06-04
ESGE432545HVDWSZ66,Casi,Ruggieri,Dewire,1928-05-20
LXJZ521425HIAVUT28,Charlton,Peris,Beaconsall,1959-09-12
XYGA188118HYCJRL74,Alfons,Aubery,Neville,1971-03-25
EKMZ639553HRUWNZ34,Guinna,Fooks,Oldknow,1944-05-02
PSCE027718HNTGPR85,Korie,Probin,Durning,1932-08-27
UOPH882343HSKFHI29,Jada,Beloe,King,1948-11-08
VSOV999352FNWQAM68,Stephie,Grimsdike,Partner,1969-11-05
TEJP752912FMZRVE28,Ahmed,Ogborn,Bellefant,1980-02-17
FFHJ318092FVISNZ04,Selma,Rundall,Geill,1931-09-06
LHTU717959HXHVGF26,Odelinda,Wiskar,Tuvey,1988-03-07
NEEH228402FVPTIJ89,Arron,Facchini,Coltart,1970-08-04
CNUN773160FWUCKS55,Trude,Okeshott,Uwins,1951-05-01
OUME823025HTYQKV59,Nolan,Cadle,Stichel,1961-02-06
MVCH766039HBFIUK18,Erik,Sidwick,Hamlett,1946-01-26
XAMU491442FKNJLV16,Rosaline,Heaney`,Gye,1925-11-22
TCNQ043621HACKNE81,Cassey,Urwen,Wines,1930-11-30
MNLX938819HJBJTG48,Broddy,Gercke,Stiffell,1944-07-24
BZVK933254FDUQTZ70,Faustine,Nobbs,Tilney,1938-10-11
QAFE900871FQEXGZ72,Adriaens,Perdue,Wallworke,1966-03-20
JQGH760898FTVJLS92,Kaitlynn,Firmage,Ianilli,1970-08-04
NODB866388FECLNT51,Tirrell,Twallin,Pimbley,1941-11-16
QBHA316596HOTTJW54,Rocky,MacElroy,Galler,2004-03-05
CJAU594877HDYAZQ06,Phelia,Rosberg,Tredwell,1994-01-21
YRQN201854HQVGWI97,Chantalle,Apps,Steen,1990-11-02
MJZI757640FQACYD47,Angel,Maccrie,Ewins,1924-01-24
GRSY169553FZHMTX96,Maurie,Dumbleton,Behne,1999-03-06
KSKL382894HYVSGD88,Morris,Scullard,Colaco,1988-07-09
CXXM882591FVGYUJ57,Shaughn,Southwood,Hof,1997-12-26
